"id1","id2","time"
83,53,76
83,30,76
84,38,77
84,71,77
84,11,77
84,14,77
84,48,77
84,82,77
84,55,77
84,23,77
85,33,78
85,34,78
85,3,78
85,5,78
85,8,78
85,73,78
85,75,78
85,45,78
86,6,79
86,12,79
86,45,79
86,14,79
86,80,79
86,82,79
86,22,79
86,24,79
87,2,80
87,7,80
87,8,80
87,75,80
87,12,80
87,66,80
87,14,80
87,19,80
88,3,81
88,8,81
88,10,81
88,45,81
88,15,81
88,52,81
88,24,81
88,26,81
89,66,82
89,4,82
89,8,82
89,74,82
89,12,82
89,19,82
89,52,82
89,87,82
90,2,83
90,3,83
90,37,83
90,6,83
90,71,83
90,12,83
90,19,83
90,89,83
91,39,84
91,17,84
91,18,84
91,21,84
91,23,84
91,24,84
91,25,84
91,27,84
92,32,85
92,33,85
92,11,85
92,68,85
92,75,85
92,45,85
92,50,85
92,29,85
93,1,86
93,7,86
93,72,86
93,9,86
93,11,86
93,55,86
93,58,86
93,62,86
94,7,87
94,73,87
94,62,87
94,49,87
94,82,87
94,21,87
94,28,87
94,30,87
95,32,88
95,1,88
95,80,88
95,17,88
95,19,88
95,54,88
95,55,88
95,62,88
96,38,89
96,41,89
96,10,89
96,13,89
96,50,89
96,83,89
96,86,89
96,62,89
97,38,90
97,8,90
97,13,90
97,15,90
97,20,90
97,85,90
97,55,90
97,24,90
98,34,91
98,3,91
98,72,91
98,74,91
98,15,91
98,55,91
98,24,91
98,61,91
99,96,92
99,1,92
99,4,92
99,5,92
99,8,92
99,19,92
99,87,92
99,92,92
100,11,93
100,68,93
100,6,93
100,8,93
100,75,93
100,14,93
100,23,93
100,31,93
